                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.42418,                0.29089,                0.85003,                0.80626,                0.72668,                0.77568,                0.42233,                 1.8514,                0.89731,                 1.9459,               0.004984,               0.004984,               0.004984
                    154,                0.42569,                0.30086,                0.85062,                0.81281,                0.75822,                 0.7916,                0.43987,                 1.8181,                0.83971,                 1.9021,               0.004951,               0.004951,               0.004951
                    155,                0.39517,                0.27101,                0.83287,                0.81793,                0.79365,                0.81304,                0.45111,                 1.7633,                0.86044,                 1.8461,               0.004918,               0.004918,               0.004918
                    156,                0.39972,                 0.2784,                 0.8417,                0.77809,                0.79365,                0.81287,                0.43294,                 1.7709,                0.86143,                  1.858,               0.004885,               0.004885,               0.004885
                    157,                0.39863,                0.28059,                 0.8504,                0.85629,                0.71429,                0.81165,                0.44247,                 1.7896,                0.88627,                 1.8969,               0.004852,               0.004852,               0.004852
                    158,                0.39785,                0.28028,                0.84533,                0.84273,                0.77778,                0.83145,                 0.4528,                 1.7281,                0.82898,                 1.7905,               0.004819,               0.004819,               0.004819
                    159,                0.40163,                0.27845,                0.84557,                0.91702,                0.70174,                0.82534,                0.46278,                 1.6837,                0.86132,                 1.7381,               0.004786,               0.004786,               0.004786
                    160,                0.40491,                 0.2811,                0.84774,                0.82699,                0.75877,                0.82304,                0.43684,                 1.7468,                0.93307,                 1.7416,               0.004753,               0.004753,               0.004753
                    161,                0.38956,                0.28479,                0.84609,                0.90139,                0.68254,                0.81541,                0.44779,                 1.7014,                0.87664,                 1.7105,                0.00472,                0.00472,                0.00472
                    162,                0.39301,                0.27446,                0.83536,                0.88311,                0.71959,                0.82128,                0.44362,                 1.6837,                0.93032,                 1.7045,               0.004687,               0.004687,               0.004687
                    163,                0.38589,                0.28077,                 0.8398,                0.91898,                0.71429,                0.82729,                0.44187,                 1.7666,                 0.9326,                 1.7805,               0.004654,               0.004654,               0.004654
                    164,                0.39553,                0.27139,                0.83852,                0.92156,                0.74599,                0.83058,                0.41622,                  1.778,                0.90276,                 1.7804,               0.004621,               0.004621,               0.004621
                    165,                0.37198,                0.26535,                 0.8338,                0.90264,                 0.7619,                 0.8423,                0.42857,                 1.7812,                 0.8864,                 1.7979,               0.004588,               0.004588,               0.004588
                    166,                0.38488,                0.27245,                 0.8387,                0.82399,                0.77778,                0.81988,                0.43829,                 1.8146,                0.81155,                 1.8376,               0.004555,               0.004555,               0.004555
                    167,                0.36907,                0.27044,                0.84104,                0.86115,                 0.8254,                 0.8483,                0.43571,                 1.8064,                0.82309,                 1.8057,               0.004522,               0.004522,               0.004522
                    168,                0.37496,                0.26374,                0.83563,                0.94057,                0.80952,                0.84723,                0.43012,                 1.7975,                0.80087,                 1.8404,               0.004489,               0.004489,               0.004489
                    169,                0.37212,                0.26573,                0.83219,                 0.9731,                0.79365,                0.84066,                0.43125,                 1.7203,                0.84604,                 1.8087,               0.004456,               0.004456,               0.004456
                    170,                0.37119,                0.26281,                0.84326,                0.91374,                 0.7619,                0.85177,                 0.4406,                 1.7779,                0.83678,                 1.8681,               0.004423,               0.004423,               0.004423
                    171,                0.37195,                0.25761,                0.84176,                0.93409,                0.77778,                0.86523,                0.45624,                 1.7378,                0.84307,                 1.8811,                0.00439,                0.00439,                0.00439
                    172,                 0.3799,                0.26484,                0.83891,                 0.9398,                0.74348,                0.83262,                0.46917,                 1.7141,                0.87756,                 1.8167,               0.004357,               0.004357,               0.004357
                    173,                0.36407,                   0.26,                0.83426,                0.88262,                0.74603,                0.81892,                0.45542,                 1.7032,                0.85898,                 1.7953,               0.004324,               0.004324,               0.004324
                    174,                0.36832,                 0.2632,                0.83522,                0.86024,                0.78166,                0.83672,                0.46326,                 1.7142,                0.80969,                 1.8836,               0.004291,               0.004291,               0.004291
                    175,                0.35306,                0.25592,                0.83614,                0.82645,                0.75593,                0.79689,                0.46313,                 1.7349,                0.87988,                   1.93,               0.004258,               0.004258,               0.004258
                    176,                0.36957,                0.27049,                0.83765,                0.81698,                0.79365,                0.81568,                0.44843,                 1.7601,                 0.8363,                 1.9364,               0.004225,               0.004225,               0.004225
                    177,                0.36104,                0.26353,                0.83689,                0.84684,                0.80952,                0.83413,                0.47116,                 1.7484,                0.89594,                 1.8562,               0.004192,               0.004192,               0.004192
                    178,                0.35896,                0.25159,                0.83365,                0.82794,                0.74603,                0.79441,                0.45625,                  1.744,                0.83559,                 1.8333,               0.004159,               0.004159,               0.004159
                    179,                0.36002,                 0.2538,                0.82686,                0.82764,                0.77778,                0.81104,                0.44936,                 1.7643,                0.89737,                 1.8361,               0.004126,               0.004126,               0.004126
                    180,                0.36751,                 0.2634,                0.84028,                0.85125,                 0.7619,                0.80588,                0.46672,                 1.7051,                0.89696,                 1.7375,               0.004093,               0.004093,               0.004093
                    181,                0.37278,                0.25843,                0.83427,                0.85883,                 0.7726,                0.80019,                 0.4523,                 1.6609,                 0.9367,                 1.7185,                0.00406,                0.00406,                0.00406
                    182,                0.35095,                0.25423,                0.83128,                0.88521,                0.77778,                0.83154,                 0.4837,                 1.6985,                0.84571,                 1.7029,               0.004027,               0.004027,               0.004027
                    183,                0.35871,                0.25801,                0.83106,                0.85395,                0.74603,                0.81061,                0.49752,                 1.6693,                0.84796,                 1.6886,               0.003994,               0.003994,               0.003994
                    184,                0.34737,                0.25038,                0.82607,                0.90709,                 0.7619,                0.83621,                0.48319,                 1.6898,                0.77427,                 1.7404,               0.003961,               0.003961,               0.003961
                    185,                0.34594,                0.24487,                0.82819,                 0.8891,                0.77778,                0.84489,                0.47948,                  1.666,                0.80046,                 1.7498,               0.003928,               0.003928,               0.003928
                    186,                0.34586,                0.24621,                0.81527,                0.83245,                0.78868,                0.83222,                0.46908,                 1.7229,                0.83831,                 1.8295,               0.003895,               0.003895,               0.003895
                    187,                0.33324,                0.24104,                0.82546,                0.85944,                0.80952,                0.84702,                0.46388,                 1.7028,                0.83869,                 1.8369,               0.003862,               0.003862,               0.003862
                    188,                 0.3513,                0.25056,                0.83248,                0.87516,                0.80952,                0.84188,                0.46275,                  1.705,                0.82928,                 1.8547,               0.003829,               0.003829,               0.003829
                    189,                0.34347,                0.24733,                0.82333,                0.87653,                0.78886,                0.82663,                0.46512,                 1.7236,                0.87248,                 1.8092,               0.003796,               0.003796,               0.003796
                    190,                 0.3324,                0.23944,                0.82656,                0.89211,                0.80952,                0.83744,                0.46797,                 1.7131,                0.83055,                 1.8352,               0.003763,               0.003763,               0.003763
                    191,                0.34832,                0.24145,                0.82449,                 0.8943,                 0.7619,                0.82739,                 0.4686,                 1.7242,                0.82263,                 1.8627,                0.00373,                0.00373,                0.00373
                    192,                0.35301,                0.25114,                 0.8294,                0.81935,                0.80952,                0.83695,                0.46618,                 1.6685,                0.82823,                 1.7727,               0.003697,               0.003697,               0.003697
                    193,                0.34152,                 0.2414,                0.82888,                0.86462,                 0.7619,                0.83401,                0.45895,                 1.6746,                0.79409,                 1.7617,               0.003664,               0.003664,               0.003664
                    194,                0.33764,                0.24966,                0.82569,                0.89164,                0.78375,                0.84484,                0.48458,                 1.6436,                0.75694,                 1.7046,               0.003631,               0.003631,               0.003631
                    195,                0.33585,                0.24042,                0.83446,                0.91523,                 0.7619,                0.84373,                0.48022,                 1.6803,                0.81616,                 1.7268,               0.003598,               0.003598,               0.003598
                    196,                0.34146,                 0.2467,                0.83305,                0.90752,                0.80952,                0.84937,                0.47644,                  1.711,                0.85812,                 1.7394,               0.003565,               0.003565,               0.003565
                    197,                 0.3336,                0.24229,                 0.8217,                0.88987,                0.77778,                0.83237,                 0.4762,                 1.7206,                0.82982,                 1.8194,               0.003532,               0.003532,               0.003532
                    198,                0.32556,                  0.246,                 0.8227,                0.83303,                0.79197,                0.82602,                0.46841,                 1.7198,                 0.8702,                 1.8278,               0.003499,               0.003499,               0.003499
                    199,                 0.3253,                0.23687,                0.82393,                0.88851,                  0.759,                0.84852,                0.47616,                 1.6818,                0.82102,                 1.7751,               0.003466,               0.003466,               0.003466
                    200,                0.33587,                0.24225,                 0.8321,                0.81738,                0.79365,                0.82981,                0.46847,                 1.6911,                0.79534,                 1.7782,               0.003433,               0.003433,               0.003433
                    201,                0.33076,                0.23621,                 0.8238,                0.87208,                0.77778,                0.81976,                0.46157,                 1.7297,                0.79245,                 1.7874,                 0.0034,                 0.0034,                 0.0034
                    202,                0.32629,                0.23353,                0.82819,                0.85242,                0.82514,                0.85118,                0.47368,                 1.6959,                0.82767,                 1.8104,               0.003367,               0.003367,               0.003367
                    203,                0.32187,                0.23528,                0.82427,                0.90526,                0.75836,                0.84099,                0.48156,                 1.6671,                0.85288,                 1.7645,               0.003334,               0.003334,               0.003334
                    204,                0.31597,                 0.2329,                0.82737,                0.87173,                0.77778,                0.84586,                0.47341,                  1.684,                0.86724,                 1.7568,               0.003301,               0.003301,               0.003301
                    205,                0.31504,                0.23374,                0.82371,                0.84888,                0.80255,                0.83088,                0.47576,                 1.7141,                0.81018,                 1.8023,               0.003268,               0.003268,               0.003268
                    206,                0.31582,                0.23101,                 0.8197,                0.90878,                0.79068,                0.85069,                0.48204,                 1.7218,                0.80346,                 1.8155,               0.003235,               0.003235,               0.003235
                    207,                0.31719,                0.23186,                0.81726,                 0.8768,                 0.7908,                0.83503,                0.48668,                 1.7249,                0.83191,                  1.829,               0.003202,               0.003202,               0.003202
                    208,                0.31286,                0.22421,                0.83186,                 0.8444,                0.80952,                0.83334,                0.49001,                 1.6701,                0.79778,                 1.7935,               0.003169,               0.003169,               0.003169
                    209,                0.31558,                0.22513,                0.82111,                0.82051,                 0.8254,                0.84495,                0.48735,                 1.6659,                 0.8346,                 1.8079,               0.003136,               0.003136,               0.003136
                    210,                0.30746,                0.22302,                0.81543,                0.82986,                0.79365,                0.82679,                0.48448,                 1.6474,                0.80582,                 1.8199,               0.003103,               0.003103,               0.003103
                    211,                0.31649,                0.22978,                0.82423,                0.93733,                0.71231,                0.82929,                0.47467,                  1.641,                0.76268,                 1.8136,                0.00307,                0.00307,                0.00307
                    212,                 0.3103,                0.21926,                0.82827,                0.84722,                0.79221,                0.83176,                0.48682,                 1.6327,                0.78448,                 1.7982,               0.003037,               0.003037,               0.003037
                    213,                0.31409,                0.23221,                0.82244,                0.82107,                0.74603,                 0.7895,                0.46178,                 1.6559,                0.87651,                 1.7681,               0.003004,               0.003004,               0.003004
                    214,                0.30392,                0.22372,                0.81763,                0.86717,                0.74603,                0.80857,                0.45469,                 1.6805,                 0.8708,                 1.7709,               0.002971,               0.002971,               0.002971
                    215,                0.29721,                0.21479,                0.82247,                0.85836,                0.77778,                0.82202,                 0.4568,                 1.6978,                0.85477,                 1.8248,               0.002938,               0.002938,               0.002938
                    216,                0.31072,                0.22314,                0.82983,                0.85401,                 0.7619,                0.83031,                0.46624,                 1.6966,                0.88938,                 1.8494,               0.002905,               0.002905,               0.002905
                    217,                0.29294,                0.21103,                0.81255,                0.88924,                0.77778,                0.83864,                0.46907,                  1.665,                0.92855,                 1.7915,               0.002872,               0.002872,               0.002872
                    218,                0.30881,                0.22337,                0.81646,                0.88851,                0.77778,                0.82854,                0.47961,                 1.6727,                0.89219,                 1.8174,               0.002839,               0.002839,               0.002839
                    219,                0.30317,                0.22121,                0.82121,                0.90768,                0.79365,                0.86157,                 0.4711,                 1.6883,                 0.8411,                 1.8595,               0.002806,               0.002806,               0.002806
                    220,                0.29982,                0.21953,                0.82152,                0.85711,                0.76172,                0.81798,                0.46118,                 1.7285,                0.86888,                 1.8773,               0.002773,               0.002773,               0.002773
                    221,                0.29119,                0.22113,                0.82138,                0.85655,                 0.7619,                0.80803,                0.47091,                 1.7006,                0.83151,                 1.8255,                0.00274,                0.00274,                0.00274
                    222,                0.29907,                0.22353,                0.81847,                0.90519,                0.79365,                0.85745,                0.47353,                 1.6448,                0.81329,                 1.7563,               0.002707,               0.002707,               0.002707
                    223,                0.29436,                0.21105,                0.82144,                 0.8834,                0.74603,                0.82355,                0.47027,                 1.6421,                 0.8408,                 1.7854,               0.002674,               0.002674,               0.002674
                    224,                0.29486,                0.21715,                0.82241,                0.90864,                0.80952,                0.87244,                0.48621,                  1.645,                0.87965,                 1.7967,               0.002641,               0.002641,               0.002641
                    225,                 0.2909,                0.21336,                0.81783,                0.87103,                 0.7619,                0.82597,                0.47039,                 1.6604,                0.84031,                 1.8097,               0.002608,               0.002608,               0.002608
                    226,                0.28708,                0.21636,                0.82303,                0.89589,                0.73016,                0.82631,                0.47285,                 1.7005,                0.81871,                 1.8607,               0.002575,               0.002575,               0.002575
                    227,                0.28944,                0.21362,                 0.8243,                 0.8935,                0.79905,                0.86934,                 0.4824,                 1.6666,                0.79758,                 1.8339,               0.002542,               0.002542,               0.002542
                    228,                 0.2808,                0.21081,                0.82021,                0.94112,                0.76112,                0.85982,                0.47257,                 1.6844,                0.84007,                 1.8465,               0.002509,               0.002509,               0.002509
                    229,                0.30083,                0.21576,                0.82624,                0.89619,                 0.8222,                0.88113,                0.48563,                 1.6934,                0.83334,                 1.8566,               0.002476,               0.002476,               0.002476
                    230,                0.29963,                0.22052,                0.82104,                 0.8615,                0.78992,                0.84684,                0.48081,                 1.6788,                0.81636,                 1.8142,               0.002443,               0.002443,               0.002443
                    231,                0.28669,                0.21436,                0.82005,                0.89634,                0.82352,                0.88116,                0.49154,                 1.6265,                0.81125,                 1.7576,                0.00241,                0.00241,                0.00241
                    232,                0.27877,                0.20849,                0.81074,                0.85449,                0.80952,                0.83391,                0.48438,                 1.6465,                0.85958,                 1.7394,               0.002377,               0.002377,               0.002377
                    233,                0.28508,                0.20903,                0.80607,                0.83767,                0.74603,                0.80281,                0.46053,                 1.7195,                0.86874,                 1.7805,               0.002344,               0.002344,               0.002344
                    234,                0.28329,                 0.2074,                0.81682,                0.86949,                0.77778,                0.83169,                0.46423,                 1.7174,                0.88446,                 1.7815,               0.002311,               0.002311,               0.002311
                    235,                 0.2728,                0.20615,                0.81515,                0.85915,                0.77461,                0.82116,                0.46541,                 1.7151,                  0.881,                 1.8019,               0.002278,               0.002278,               0.002278
                    236,                0.27742,                0.21526,                0.81725,                0.87561,                0.79365,                 0.8411,                0.47727,                 1.7095,                0.85033,                 1.8086,               0.002245,               0.002245,               0.002245
                    237,                0.29128,                0.21391,                0.81259,                0.87266,                0.80952,                0.85628,                0.48363,                 1.6848,                0.81151,                 1.7834,               0.002212,               0.002212,               0.002212
                    238,                0.28218,                0.20463,                0.81154,                0.88457,                0.80952,                0.86902,                0.49024,                 1.6752,                0.79836,                 1.7723,               0.002179,               0.002179,               0.002179
                    239,                0.27982,                0.20909,                0.81389,                0.87658,                 0.8254,                0.87365,                0.49395,                 1.6692,                0.80395,                 1.7666,               0.002146,               0.002146,               0.002146
                    240,                  0.275,                0.20188,                0.81939,                0.87984,                 0.8254,                0.84921,                0.48687,                 1.6854,                0.79678,                 1.7976,               0.002113,               0.002113,               0.002113
                    241,                0.27139,                0.20002,                0.81073,                0.87437,                 0.8254,                0.85185,                0.47814,                 1.6978,                0.79944,                 1.7875,                0.00208,                0.00208,                0.00208
                    242,                0.27269,                0.20529,                0.81287,                0.87904,                0.80746,                 0.8503,                0.48241,                 1.6922,                0.77387,                 1.7863,               0.002047,               0.002047,               0.002047
                    243,                0.25383,                0.18945,                0.81403,                0.84453,                0.77606,                0.81041,                0.47085,                 1.7118,                0.79942,                 1.8015,               0.002014,               0.002014,               0.002014
                    244,                0.26892,                0.19136,                0.80732,                0.86178,                0.79178,                 0.8358,                0.47243,                 1.7137,                0.77267,                 1.8073,               0.001981,               0.001981,               0.001981
                    245,                0.27095,                0.20346,                0.81127,                0.86398,                0.80662,                0.84808,                0.47728,                 1.7422,                0.77241,                 1.8472,               0.001948,               0.001948,               0.001948
                    246,                0.26126,                 0.1946,                0.80487,                0.87604,                0.79365,                0.84534,                0.46747,                 1.7292,                0.81847,                 1.8378,               0.001915,               0.001915,               0.001915
                    247,                0.26979,                0.19912,                0.81541,                0.89345,                0.80952,                0.85225,                 0.4734,                 1.6922,                0.85028,                 1.8339,               0.001882,               0.001882,               0.001882
                    248,                0.26698,                0.19597,                0.81616,                0.85958,                0.77733,                 0.8201,                0.47743,                 1.6702,                0.86095,                 1.8002,               0.001849,               0.001849,               0.001849
                    249,                0.27116,                0.20103,                0.80896,                0.89464,                0.80869,                0.86219,                0.48192,                 1.6829,                0.90071,                 1.8008,               0.001816,               0.001816,               0.001816
                    250,                0.26429,                0.19463,                0.81473,                0.87119,                0.79365,                0.85108,                 0.4853,                 1.7003,                0.87699,                 1.8079,               0.001783,               0.001783,               0.001783
                    251,                0.25835,                0.19044,                 0.8045,                0.89539,                0.81525,                0.86485,                0.48094,                  1.713,                0.87633,                 1.8468,                0.00175,                0.00175,                0.00175
                    252,                0.25995,                0.19343,                0.81538,                0.88046,                0.81848,                 0.8671,                0.48484,                 1.6967,                0.86694,                  1.872,               0.001717,               0.001717,               0.001717
                    253,                0.24271,                0.19094,                0.80846,                0.90939,                0.80952,                0.86743,                0.49654,                 1.6738,                0.83748,                 1.8701,               0.001684,               0.001684,               0.001684
                    254,                0.25265,                0.18714,                0.80955,                  0.909,                0.80952,                0.85989,                 0.5003,                 1.6572,                 0.8414,                  1.837,               0.001651,               0.001651,               0.001651
                    255,                0.26313,                0.19869,                0.81201,                0.87898,                0.80708,                0.84277,                0.49203,                 1.6633,                0.84101,                 1.8283,               0.001618,               0.001618,               0.001618
                    256,                0.25921,                0.19021,                0.80999,                0.88743,                0.79365,                0.83422,                 0.4852,                 1.6702,                0.85162,                 1.8221,               0.001585,               0.001585,               0.001585
                    257,                0.26934,                0.19254,                0.81172,                0.84578,                 0.7619,                0.80276,                0.47104,                 1.6985,                0.87422,                 1.8499,               0.001552,               0.001552,               0.001552
                    258,                0.25262,                0.18675,                0.81599,                0.85502,                 0.7619,                0.80748,                0.46529,                 1.6911,                0.84572,                 1.8382,               0.001519,               0.001519,               0.001519
                    259,                0.24906,                0.18875,                0.80887,                0.89155,                0.79365,                 0.8355,                0.46943,                 1.6701,                0.84139,                 1.8274,               0.001486,               0.001486,               0.001486
                    260,                0.24057,                0.17337,                0.80995,                0.89121,                0.79365,                0.83895,                0.47895,                 1.6873,                0.84385,                  1.835,               0.001453,               0.001453,               0.001453
                    261,                0.24475,                0.18802,                0.80754,                0.89126,                0.79365,                0.83871,                 0.4794,                  1.699,                0.84161,                 1.8402,                0.00142,                0.00142,                0.00142
                    262,                0.24532,                0.18859,                 0.8115,                 0.9094,                0.80952,                0.85185,                0.47386,                 1.6964,                0.83061,                 1.8378,               0.001387,               0.001387,               0.001387
                    263,                0.24105,                0.18532,                0.80714,                0.90956,                0.80952,                0.85266,                0.47081,                 1.6995,                0.82315,                   1.83,               0.001354,               0.001354,               0.001354
                    264,                 0.2451,                0.18046,                0.80562,                 0.9121,                0.82359,                0.85777,                0.47375,                 1.7174,                0.81042,                 1.8595,               0.001321,               0.001321,               0.001321
                    265,                0.23408,                0.17647,                 0.8027,                 0.8962,                0.82231,                0.86174,                0.47484,                 1.7196,                0.79255,                 1.8809,               0.001288,               0.001288,               0.001288
                    266,                0.23868,                0.18094,                0.81234,                0.91208,                0.82333,                0.86748,                0.48056,                 1.7318,                0.78918,                 1.8923,               0.001255,               0.001255,               0.001255
                    267,                0.23139,                0.17642,                0.81051,                0.87311,                0.77778,                0.83563,                0.48529,                 1.7132,                0.78531,                 1.8758,               0.001222,               0.001222,               0.001222
                    268,                0.23822,                0.18089,                0.80694,                0.89134,                0.79365,                0.84939,                0.48057,                 1.7031,                 0.8079,                 1.8782,               0.001189,               0.001189,               0.001189
                    269,                0.24395,                 0.1813,                0.80994,                0.87371,                0.77778,                0.82532,                 0.4772,                 1.7231,                0.83228,                 1.8805,               0.001156,               0.001156,               0.001156
                    270,                0.23179,                0.17269,                0.80371,                0.87338,                0.77778,                0.81918,                0.47344,                 1.7412,                0.88759,                 1.8712,               0.001123,               0.001123,               0.001123
                    271,                0.24082,                0.17748,                0.80703,                0.90884,                0.80952,                0.85306,                0.47603,                 1.7414,                0.91227,                 1.8663,                0.00109,                0.00109,                0.00109
                    272,                0.23809,                0.17905,                0.80985,                0.90968,                0.80952,                0.84694,                0.47475,                 1.7322,                0.89905,                 1.8676,               0.001057,               0.001057,               0.001057
                    273,                0.23476,                0.17628,                0.80389,                0.89207,                0.79365,                0.83496,                0.47585,                 1.7293,                0.86419,                 1.8601,               0.001024,               0.001024,               0.001024
                    274,                0.23109,                0.17602,                0.80805,                0.87427,                0.77778,                0.82144,                0.46936,                 1.7404,                0.86518,                 1.8734,               0.000991,               0.000991,               0.000991
                    275,                0.22842,                0.17597,                0.80834,                 0.8747,                0.77778,                0.82411,                0.47076,                 1.7627,                0.91177,                 1.9059,               0.000958,               0.000958,               0.000958
                    276,                 0.2254,                0.17123,                0.80284,                0.87377,                0.77778,                0.83572,                0.47208,                 1.7528,                0.85958,                 1.9212,               0.000925,               0.000925,               0.000925
                    277,                0.22923,                0.17047,                0.80191,                0.89082,                0.77711,                0.83427,                0.47687,                 1.7253,                0.83186,                 1.9165,               0.000892,               0.000892,               0.000892
                    278,                0.23035,                0.18081,                0.81284,                0.87269,                 0.7619,                0.81212,                0.48007,                  1.706,                0.82189,                 1.9081,               0.000859,               0.000859,               0.000859
                    279,                0.22659,                0.17198,                0.80835,                0.85411,                0.74348,                 0.8014,                   0.48,                 1.7074,                0.84311,                 1.9102,               0.000826,               0.000826,               0.000826
                    280,                0.23105,                0.17377,                0.81156,                0.86778,                 0.7619,                0.80791,                0.48276,                 1.7204,                0.85008,                 1.9191,               0.000793,               0.000793,               0.000793
                    281,                0.22203,                0.16947,                0.81336,                0.85935,                0.77589,                0.80726,                0.47424,                  1.731,                0.85752,                 1.9227,                0.00076,                0.00076,                0.00076
                    282,                0.22344,                0.17053,                0.80277,                0.87697,                0.79207,                0.82838,                0.47617,                  1.722,                0.83286,                  1.912,               0.000727,               0.000727,               0.000727
                    283,                0.21963,                0.16389,                0.79993,                0.87699,                0.79215,                0.82705,                0.47162,                  1.728,                0.82432,                 1.9193,               0.000694,               0.000694,               0.000694
                    284,                0.21808,                0.16556,                0.80572,                0.87696,                0.79196,                 0.8254,                0.48353,                 1.7232,                0.81808,                 1.9083,               0.000661,               0.000661,               0.000661
                    285,                0.20904,                0.16519,                 0.7985,                0.87697,                0.79204,                0.83261,                0.48579,                 1.7356,                0.85186,                 1.9169,               0.000628,               0.000628,               0.000628
                    286,                0.21697,                0.16678,                0.80561,                0.85937,                0.77599,                0.80852,                0.47428,                 1.7254,                0.84993,                 1.9072,               0.000595,               0.000595,               0.000595
                    287,                0.22352,                0.16714,                0.81175,                0.85673,                 0.7619,                0.80771,                0.47456,                 1.7201,                0.84755,                 1.9102,               0.000562,               0.000562,               0.000562
                    288,                0.22289,                0.16798,                0.81071,                0.85569,                 0.7619,                0.80867,                0.47452,                 1.7243,                0.85137,                 1.9118,               0.000529,               0.000529,               0.000529
                    289,                0.22286,                0.16358,                0.79826,                0.85942,                0.77631,                0.80976,                0.47523,                 1.7241,                0.84786,                   1.91,               0.000496,               0.000496,               0.000496
                    290,                0.21582,                 0.1649,                0.80716,                0.85579,                 0.7619,                0.80794,                0.47183,                  1.725,                0.85703,                  1.912,               0.000463,               0.000463,               0.000463
                    291,                0.20915,                0.16044,                0.80551,                0.87393,                0.77778,                0.83314,                0.47658,                  1.725,                0.84442,                 1.9068,                0.00043,                0.00043,                0.00043
                    292,                0.20255,                0.15305,                0.80241,                0.87465,                0.77778,                0.84025,                0.48637,                 1.7257,                0.85791,                 1.8982,               0.000397,               0.000397,               0.000397
                    293,                0.20967,                0.16081,                0.80914,                0.87355,                0.77778,                0.84011,                  0.482,                  1.724,                0.85959,                 1.9046,               0.000364,               0.000364,               0.000364
                    294,                0.20664,                0.15443,                0.80525,                0.89135,                0.79365,                 0.8503,                0.48064,                 1.7204,                0.86466,                 1.9017,               0.000331,               0.000331,               0.000331
                    295,                0.20802,                 0.1576,                0.80176,                0.89122,                0.79365,                0.85131,                0.47962,                 1.7193,                0.86309,                 1.8984,               0.000298,               0.000298,               0.000298
                    296,                0.20897,                0.16134,                0.79953,                  0.864,                 0.7619,                 0.8193,                0.47798,                 1.7246,                0.86683,                  1.904,               0.000265,               0.000265,               0.000265
                    297,                0.20139,                 0.1539,                0.79792,                0.88839,                0.77778,                0.83865,                0.48418,                 1.7272,                0.87997,                 1.9099,               0.000232,               0.000232,               0.000232
                    298,                0.20872,                0.15725,                0.81199,                0.88774,                0.77778,                0.84111,                0.48288,                  1.723,                0.88168,                 1.9042,               0.000199,               0.000199,               0.000199
                    299,                0.20041,                0.15592,                0.79911,                0.88602,                0.77778,                0.84199,                0.47947,                 1.7215,                0.89287,                 1.9039,               0.000166,               0.000166,               0.000166
